%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2024 250 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.70000 33.00 28.40 101.08 0.00 538.00 -999.00 358.00 -999.00 -999.00 -999.00 -999.00 97.00 758.00 94.00
2024 250 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.20000 34.00 28.10 101.07 0.00 424.00 -999.00 359.00 -999.00 -999.00 -999.00 -999.00 88.00 697.00 94.00
2024 250 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 38.00 27.10 101.07 0.00 285.00 -999.00 360.00 -999.00 -999.00 -999.00 -999.00 77.00 587.00 89.00
2024 250 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 43.00 25.60 101.08 0.00 143.00 -999.00 359.00 -999.00 -999.00 -999.00 -999.00 52.00 435.00 82.00
2024 250 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 49.00 23.80 101.11 0.00 29.00 -999.00 356.00 -999.00 -999.00 -999.00 -999.00 16.00 236.00 76.00
2024 250 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 55.00 22.40 101.16 0.00 0.00 -999.00 364.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 76.00
2024 250 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 59.00 21.50 101.15 0.00 0.00 -999.00 364.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 77.00
2024 250 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.70000 62.00 20.70 101.13 0.00 0.00 -999.00 358.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 79.00
2024 250 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.70000 67.00 20.00 101.15 0.00 0.00 -999.00 361.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 89.00
2024 251 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 71.00 18.90 101.14 0.00 0.00 -999.00 352.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 87.00
2024 251 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 75.00 18.10 101.11 0.00 0.00 -999.00 352.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 86.00
2024 251 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 78.00 17.30 101.09 0.00 0.00 -999.00 344.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 90.00
2024 251 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.70000 82.00 16.40 101.07 0.00 0.00 -999.00 337.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 97.00
2024 251 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 86.00 15.70 101.08 0.00 0.00 -999.00 331.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 96.00
2024 251 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.40000 86.00 15.40 101.06 0.00 0.00 -999.00 330.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 93.00
2024 251 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.30000 86.00 15.40 101.07 0.00 2.00 -999.00 330.00 -999.00 -999.00 -999.00 -999.00 2.00 0.00 102.00
2024 251 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.70000 82.00 16.80 101.09 0.00 65.00 -999.00 329.00 -999.00 -999.00 -999.00 -999.00 30.00 311.00 104.00
2024 251 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.60000 72.00 19.40 101.08 0.00 192.00 -999.00 337.00 -999.00 -999.00 -999.00 -999.00 64.00 484.00 108.00
2024 251 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.40000 64.00 21.50 101.10 0.00 331.00 -999.00 343.00 -999.00 -999.00 -999.00 -999.00 84.00 612.00 120.00
2024 251 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 59.00 23.30 101.10 0.00 437.00 -999.00 355.00 -999.00 -999.00 -999.00 -999.00 126.00 597.00 134.00
2024 251 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.30000 54.00 24.70 101.07 0.00 480.00 -999.00 365.00 -999.00 -999.00 -999.00 -999.00 171.00 508.00 122.00
2024 251 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.40000 51.00 26.00 101.05 0.00 470.00 -999.00 383.00 -999.00 -999.00 -999.00 -999.00 258.00 321.00 127.00
2024 251 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 48.00 26.80 101.02 0.00 429.00 -999.00 396.00 -999.00 -999.00 -999.00 -999.00 319.00 164.00 131.00
2024 251 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.70000 46.00 27.80 100.99 0.00 457.00 -999.00 387.00 -999.00 -999.00 -999.00 -999.00 247.00 326.00 129.00
2024 251 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.70000 45.00 28.00 100.96 0.00 312.00 -999.00 391.00 -999.00 -999.00 -999.00 -999.00 211.00 175.00 129.00
2024 251 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.60000 44.00 28.40 100.92 0.00 333.00 -999.00 381.00 -999.00 -999.00 -999.00 -999.00 149.00 386.00 124.00
2024 251 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.60000 46.00 28.00 100.91 0.00 271.00 -999.00 372.00 -999.00 -999.00 -999.00 -999.00 84.00 536.00 114.00
2024 251 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.00000 55.00 25.90 100.91 0.00 134.00 -999.00 373.00 -999.00 -999.00 -999.00 -999.00 56.00 384.00 83.00
2024 251 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 65.00 22.70 100.91 0.00 25.00 -999.00 368.00 -999.00 -999.00 -999.00 -999.00 15.00 200.00 79.00
2024 251 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.40000 71.00 21.10 100.93 0.00 0.00 -999.00 367.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 83.00
2024 251 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 75.00 20.20 100.91 0.00 0.00 -999.00 367.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 91.00
2024 251 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 76.00 19.80 100.88 0.00 0.00 -999.00 372.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 98.00
2024 251 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.30000 75.00 19.60 100.85 0.00 0.00 -999.00 358.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 105.00
2024 252 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.20000 77.00 19.00 100.83 0.00 0.00 -999.00 360.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 114.00
2024 252 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 80.00 18.30 100.76 0.00 0.00 -999.00 352.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 114.00
2024 252 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 81.00 18.00 100.75 0.00 0.00 -999.00 357.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 114.00
2024 252 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 83.00 17.60 100.72 0.00 0.00 -999.00 350.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 116.00
2024 252 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.60000 85.00 16.90 100.68 0.00 0.00 -999.00 350.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 117.00
2024 252 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.60000 86.00 16.60 100.67 0.00 0.00 -999.00 349.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 116.00
2024 252 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.70000 87.00 16.30 100.64 0.00 1.00 -999.00 350.00 -999.00 -999.00 -999.00 -999.00 1.00 0.00 115.00
2024 252 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 82.00 18.00 100.64 0.00 55.00 -999.00 350.00 -999.00 -999.00 -999.00 -999.00 39.00 148.00 120.00
2024 252 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 72.00 20.80 100.60 0.00 183.00 -999.00 352.00 -999.00 -999.00 -999.00 -999.00 67.00 446.00 125.00
2024 252 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 64.00 23.00 100.58 0.00 312.00 -999.00 359.00 -999.00 -999.00 -999.00 -999.00 89.00 558.00 134.00
2024 252 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.60000 57.00 25.30 100.56 0.00 440.00 -999.00 363.00 -999.00 -999.00 -999.00 -999.00 120.00 619.00 146.00
2024 252 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.60000 55.00 26.50 100.54 0.00 482.00 -999.00 375.00 -999.00 -999.00 -999.00 -999.00 177.00 505.00 188.00
2024 252 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 52.00 27.20 100.48 0.00 518.00 -999.00 384.00 -999.00 -999.00 -999.00 -999.00 218.00 458.00 205.00
2024 252 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.70000 53.00 27.20 100.47 0.00 497.00 -999.00 389.00 -999.00 -999.00 -999.00 -999.00 250.00 370.00 219.00
2024 252 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 55.00 27.20 100.46 0.00 400.00 -999.00 393.00 -999.00 -999.00 -999.00 -999.00 240.00 251.00 223.00
2024 252 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 56.00 26.90 100.42 0.00 392.00 -999.00 392.00 -999.00 -999.00 -999.00 -999.00 224.00 294.00 240.00
2024 252 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.70000 61.00 26.10 100.44 0.00 365.00 -999.00 386.00 -999.00 -999.00 -999.00 -999.00 117.00 527.00 245.00
2024 252 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 65.00 24.70 100.43 0.00 184.00 -999.00 397.00 -999.00 -999.00 -999.00 -999.00 115.00 201.00 259.00
2024 252 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 72.00 23.00 100.43 0.20 48.00 -999.00 398.00 -999.00 -999.00 -999.00 -999.00 35.00 66.00 259.00
2024 252 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.30000 79.00 21.60 100.45 0.20 13.00 -999.00 392.00 -999.00 -999.00 -999.00 -999.00 12.00 20.00 272.00
2024 252 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 86.00 20.30 100.42 1.20 0.00 -999.00 390.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 308.00
2024 252 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.40000 88.00 19.60 100.36 1.50 0.00 -999.00 388.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 327.00
2024 252 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 94.00 18.70 100.31 1.80 0.00 -999.00 395.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 353.00
2024 252 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.10000 96.00 18.90 100.33 2.60 0.00 -999.00 393.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 270.00
2024 253 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.70000 98.00 18.40 100.27 3.30 0.00 -999.00 391.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 281.00
2024 253 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.40000 99.00 18.10 100.18 3.70 0.00 -999.00 389.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 31.00
2024 253 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.50000 98.00 17.70 100.10 4.30 0.00 -999.00 391.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 80.00
2024 253 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.90000 98.00 17.50 100.05 3.80 0.00 -999.00 390.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 270.00
2024 253 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 99.00 17.20 100.00 2.60 0.00 -999.00 388.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 265.00
2024 253 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 99.00 17.00 99.95 2.00 0.00 -999.00 383.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 257.00
2024 253 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.40000 99.00 16.70 99.95 1.80 0.00 -999.00 384.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 249.00
2024 253 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.30000 98.00 16.50 99.91 1.20 8.00 -999.00 382.00 -999.00 -999.00 -999.00 -999.00 8.00 0.00 259.00
2024 253 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 96.00 16.40 99.92 0.20 60.00 -999.00 366.00 -999.00 -999.00 -999.00 -999.00 58.00 8.00 259.00
2024 253 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.30000 95.00 16.50 99.90 0.10 99.00 -999.00 373.00 -999.00 -999.00 -999.00 -999.00 95.00 10.00 277.00
2024 253 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 91.00 16.90 99.91 0.10 135.00 -999.00 383.00 -999.00 -999.00 -999.00 -999.00 134.00 2.00 289.00
2024 253 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 90.00 17.50 99.87 0.10 210.00 -999.00 381.00 -999.00 -999.00 -999.00 -999.00 194.00 27.00 314.00
2024 253 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.40000 87.00 18.10 99.89 0.00 214.00 -999.00 370.00 -999.00 -999.00 -999.00 -999.00 199.00 23.00 296.00
2024 253 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 83.00 19.10 99.90 0.00 327.00 -999.00 367.00 -999.00 -999.00 -999.00 -999.00 254.00 110.00 297.00
2024 253 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 80.00 19.80 99.87 0.00 291.00 -999.00 370.00 -999.00 -999.00 -999.00 -999.00 240.00 81.00 300.00
2024 253 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 76.00 20.00 99.88 0.00 270.00 -999.00 370.00 -999.00 -999.00 -999.00 -999.00 232.00 67.00 292.00
2024 253 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.70000 72.00 19.50 99.90 0.50 196.00 -999.00 365.00 -999.00 -999.00 -999.00 -999.00 132.00 138.00 290.00
2024 253 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.20000 76.00 18.90 99.91 0.00 135.00 -999.00 353.00 -999.00 -999.00 -999.00 -999.00 94.00 122.00 283.00
2024 253 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 80.00 18.30 99.92 0.00 79.00 -999.00 344.00 -999.00 -999.00 -999.00 -999.00 45.00 178.00 271.00
2024 253 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.20000 84.00 17.50 99.93 0.00 13.00 -999.00 357.00 -999.00 -999.00 -999.00 -999.00 9.00 80.00 268.00
2024 253 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.80000 87.00 16.80 99.98 0.00 0.00 -999.00 356.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 265.00
2024 253 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.30000 88.00 16.50 100.01 0.00 0.00 -999.00 356.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 269.00
2024 253 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 90.00 16.10 100.06 0.00 0.00 -999.00 362.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 273.00
2024 253 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 89.00 15.90 100.11 0.00 0.00 -999.00 356.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 273.00
2024 254 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.20000 89.00 15.50 100.16 0.00 0.00 -999.00 357.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 282.00
2024 254 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.10000 89.00 15.10 100.23 0.00 0.00 -999.00 361.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 285.00
2024 254 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.40000 88.00 14.50 100.26 0.10 0.00 -999.00 359.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 290.00
2024 254 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 87.00 13.70 100.33 0.10 0.00 -999.00 350.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 286.00
2024 254 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 88.00 13.00 100.35 0.00 0.00 -999.00 325.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 275.00
2024 254 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 88.00 12.80 100.39 0.00 0.00 -999.00 328.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 263.00
2024 254 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 88.00 12.50 100.45 0.00 0.00 -999.00 335.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 255.00
2024 254 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.70000 87.00 12.80 100.48 0.00 32.00 -999.00 340.00 -999.00 -999.00 -999.00 -999.00 20.00 121.00 243.00
2024 254 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.30000 80.00 13.50 100.48 0.00 91.00 -999.00 340.00 -999.00 -999.00 -999.00 -999.00 61.00 119.00 231.00
2024 254 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.20000 74.00 14.30 100.48 0.00 210.00 -999.00 321.00 -999.00 -999.00 -999.00 -999.00 99.00 284.00 229.00
2024 254 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.10000 72.00 14.80 100.47 0.00 306.00 -999.00 332.00 -999.00 -999.00 -999.00 -999.00 130.00 347.00 232.00
2024 254 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.30000 71.00 15.90 100.42 0.10 437.00 -999.00 345.00 -999.00 -999.00 -999.00 -999.00 172.00 446.00 232.00
2024 254 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.70000 68.00 16.40 100.42 0.10 301.00 -999.00 359.00 -999.00 -999.00 -999.00 -999.00 162.00 215.00 228.00
2024 254 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.20000 69.00 16.60 100.39 0.00 262.00 -999.00 363.00 -999.00 -999.00 -999.00 -999.00 142.00 183.00 220.00
2024 254 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.80000 64.00 17.30 100.33 0.00 470.00 -999.00 343.00 -999.00 -999.00 -999.00 -999.00 167.00 483.00 216.00
2024 254 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.20000 62.00 17.40 100.27 0.00 342.00 -999.00 352.00 -999.00 -999.00 -999.00 -999.00 137.00 366.00 217.00
2024 254 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.40000 64.00 17.00 100.21 0.00 102.00 -999.00 377.00 -999.00 -999.00 -999.00 -999.00 81.00 46.00 213.00
2024 254 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.70000 65.00 16.80 100.16 0.00 44.00 -999.00 380.00 -999.00 -999.00 -999.00 -999.00 43.00 3.00 213.00
2024 254 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.80000 68.00 16.40 100.08 0.00 17.00 -999.00 377.00 -999.00 -999.00 -999.00 -999.00 17.00 0.00 211.00
2024 254 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.70000 74.00 15.80 100.04 0.50 2.00 -999.00 376.00 -999.00 -999.00 -999.00 -999.00 2.00 0.00 214.00
2024 254 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.70000 79.00 15.40 100.04 0.90 0.00 -999.00 371.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 215.00
2024 254 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.50000 82.00 15.10 99.97 0.60 0.00 -999.00 374.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 217.00
2024 254 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.00000 88.00 14.40 99.94 0.50 0.00 -999.00 377.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 219.00
2024 254 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.20000 95.00 13.70 99.89 0.60 0.00 -999.00 376.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 220.00
2024 255 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.30000 96.00 13.30 99.83 1.10 0.00 -999.00 375.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 221.00
2024 255 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.90000 98.00 12.90 99.75 1.20 0.00 -999.00 375.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 220.00
2024 255 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 99.00 12.80 99.66 1.80 0.00 -999.00 372.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 225.00
2024 255 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 99.00 12.60 99.63 2.40 0.00 -999.00 373.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 258.00
2024 255 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 96.00 12.10 99.58 3.90 0.00 -999.00 373.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 303.00
2024 255 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.80000 94.00 10.90 99.56 3.00 0.00 -999.00 367.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 316.00
2024 255 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.30000 92.00 10.10 99.62 2.30 0.00 -999.00 360.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 306.00
2024 255 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.40000 91.00 10.30 99.65 1.80 7.00 -999.00 351.00 -999.00 -999.00 -999.00 -999.00 5.00 21.00 285.00
2024 255 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 92.00 10.40 99.69 0.40 53.00 -999.00 343.00 -999.00 -999.00 -999.00 -999.00 42.00 45.00 257.00
2024 255 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 85.00 11.10 99.78 0.10 207.00 -999.00 307.00 -999.00 -999.00 -999.00 -999.00 100.00 277.00 255.00
2024 255 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 84.00 11.40 99.84 0.10 257.00 -999.00 335.00 -999.00 -999.00 -999.00 -999.00 138.00 236.00 253.00
2024 255 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 83.00 12.40 99.88 0.10 327.00 -999.00 332.00 -999.00 -999.00 -999.00 -999.00 143.00 312.00 270.00
2024 255 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 78.00 13.30 99.91 0.10 501.00 -999.00 322.00 -999.00 -999.00 -999.00 -999.00 144.00 557.00 262.00
2024 255 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 73.00 14.30 99.88 0.30 508.00 -999.00 328.00 -999.00 -999.00 -999.00 -999.00 179.00 505.00 251.00
2024 255 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 74.00 13.20 100.03 1.40 430.00 -999.00 322.00 -999.00 -999.00 -999.00 -999.00 185.00 394.00 248.00
2024 255 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 82.00 11.50 100.05 1.10 373.00 -999.00 308.00 -999.00 -999.00 -999.00 -999.00 151.00 400.00 250.00
2024 255 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.50000 83.00 11.30 100.08 0.20 278.00 -999.00 323.00 -999.00 -999.00 -999.00 -999.00 122.00 344.00 252.00
2024 255 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.50000 79.00 12.00 100.13 0.00 206.00 -999.00 311.00 -999.00 -999.00 -999.00 -999.00 93.00 348.00 257.00
2024 255 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.90000 78.00 11.70 100.18 0.00 99.00 -999.00 305.00 -999.00 -999.00 -999.00 -999.00 54.00 252.00 246.00
2024 255 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 85.00 10.10 100.24 0.00 11.00 -999.00 306.00 -999.00 -999.00 -999.00 -999.00 7.00 80.00 245.00
2024 255 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.30000 89.00 9.20 100.30 0.00 0.00 -999.00 307.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 236.00
2024 255 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 90.00 8.80 100.32 0.00 0.00 -999.00 287.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 231.00
2024 255 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 92.00 8.20 100.37 0.00 0.00 -999.00 278.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 234.00
2024 255 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 90.00 8.20 100.39 0.00 0.00 -999.00 291.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 224.00
2024 256 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.80000 90.00 8.00 100.40 0.00 0.00 -999.00 298.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 228.00
2024 256 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 93.00 7.40 100.43 0.00 0.00 -999.00 272.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 234.00
2024 256 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 93.00 6.90 100.48 0.00 0.00 -999.00 271.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 225.00
2024 256 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.80000 93.00 6.60 100.48 0.00 0.00 -999.00 273.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 225.00
2024 256 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.70000 94.00 6.40 100.53 0.00 0.00 -999.00 275.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 221.00
2024 256 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 96.00 6.10 100.59 0.00 0.00 -999.00 270.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 213.00
2024 256 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.30000 95.00 6.20 100.64 0.00 0.00 -999.00 280.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 210.00
2024 256 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 94.00 6.90 100.70 0.00 52.00 -999.00 266.00 -999.00 -999.00 -999.00 -999.00 25.00 298.00 211.00
2024 256 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 89.00 8.30 100.71 0.00 167.00 -999.00 277.00 -999.00 -999.00 -999.00 -999.00 61.00 437.00 223.00
2024 256 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.30000 85.00 9.80 100.74 0.00 298.00 -999.00 292.00 -999.00 -999.00 -999.00 -999.00 95.00 532.00 229.00
